,year,artist.inverted,track,time,genre,date.entered,date.peaked,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week50,week51,week52,week53,week54,week55,week56,week57,week58,week59,week60,week61,week62,week63,week64,week65,week66,week67,week68,week69,week70,week71,week72,week73,week74,week75,week76
68,2000,Jagged Edge,He Can't Love U,210,Rock,1999-12-11,2000-01-08,54,32.0,17.0,17.0,15.0,18.0,18.0,18.0,18.0,25.0,24.0,24.0,26.0,33.0,44.0,51.0,53.0,65.0,69.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2000,504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,57,34.0,25.0,17.0,17.0,31.0,36.0,49.0,53.0,57.0,64.0,70.0,75.0,76.0,78.0,85.0,92.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2000,Sting,Desert Rose,232,Rock,2000-05-13,2000-08-26,98,88.0,72.0,59.0,55.0,52.0,45.0,35.0,24.0,21.0,19.0,19.0,19.0,19.0,18.0,17.0,19.0,19.0,24.0,26.0,30.0,32.0,42.0,45.0,42.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2000,Jay-Z,Big Pimpin',235,Rap,2000-04-22,2000-07-08,69,52.0,39.0,33.0,28.0,25.0,25.0,23.0,20.0,19.0,21.0,18.0,20.0,20.0,26.0,29.0,35.0,33.0,41.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2000,Kid Rock,Only God Knows Why,327,Rock,2000-02-19,2000-04-15,63,47.0,46.0,39.0,35.0,26.0,26.0,23.0,19.0,19.0,21.0,25.0,25.0,29.0,32.0,44.0,52.0,62.0,69.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2000,Foo Fighters,Learn To Fly,235,Rock,1999-10-16,2000-01-22,80,69.0,68.0,63.0,60.0,52.0,42.0,32.0,30.0,25.0,22.0,22.0,26.0,20.0,19.0,20.0,26.0,30.0,35.0,42.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2000,"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,40,29.0,24.0,24.0,20.0,20.0,20.0,19.0,38.0,61.0,86.0,88.0,96.0,96.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2000,Guy,Dancin',248,R&B,1999-12-18,2000-01-01,46,29.0,19.0,22.0,36.0,44.0,58.0,58.0,68.0,75.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2000,Lil Bow Wow,Bounce With Me,202,Rap,2000-08-19,2000-09-16,48,35.0,24.0,24.0,20.0,20.0,20.0,20.0,22.0,27.0,27.0,36.0,40.0,53.0,61.0,69.0,80.0,90.0,99.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2000,Westlife,Swear It Again,247,Rock,2000-04-01,2000-07-01,96,82.0,66.0,55.0,55.0,46.0,44.0,44.0,37.0,35.0,32.0,25.0,21.0,20.0,20.0,25.0,30.0,33.0,45.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2000,Train,Meet Virginia,235,Rock,1999-10-09,2000-01-22,76,67.0,59.0,54.0,48.0,45.0,40.0,32.0,26.0,24.0,22.0,21.0,21.0,24.0,21.0,20.0,21.0,24.0,28.0,30.0,32.0,37.0,37.0,42.0,46.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2000,"Thomas, Carl",I Wish,230,Rock,2000-03-25,2000-05-13,75,64.0,48.0,39.0,32.0,28.0,24.0,20.0,22.0,21.0,22.0,26.0,23.0,24.0,27.0,28.0,42.0,44.0,52.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2000,Hanson,This Time Around,254,Country,2000-04-22,2000-05-06,22,22.0,20.0,45.0,87.0,71.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2000,"Simpson, Jessica",I Think I'm In Love With You,212,Pop,2000-07-01,2000-08-12,63,52.0,44.0,29.0,25.0,23.0,21.0,21.0,21.0,27.0,38.0,38.0,57.0,74.0,89.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2000,Ludacris,What's Your Fantasy,256,Rap,2000-09-30,2000-12-16,89,83.0,63.0,55.0,49.0,40.0,33.0,32.0,30.0,25.0,22.0,21.0,24.0,24.0,24.0,27.0,25.0,34.0,32.0,35.0,41.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2000,Lil' Zane,Callin' Me,223,Rap,2000-07-29,2000-09-02,83,89.0,57.0,40.0,34.0,21.0,33.0,46.0,45.0,59.0,67.0,84.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2000,M2M,Don't Say You Love Me,221,Pop,1999-11-20,2000-01-08,72,53.0,62.0,46.0,54.0,44.0,44.0,21.0,64.0,92.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2000,SoulDecision,Faded,205,Rock,2000-07-08,2000-09-09,94,90.0,81.0,64.0,56.0,43.0,35.0,27.0,25.0,22.0,22.0,27.0,27.0,27.0,31.0,31.0,30.0,34.0,31.0,34.0,34.0,38.0,45.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2000,"Brock, Chad",Yes!,202,Country,2000-04-08,2000-07-01,90,77.0,66.0,61.0,59.0,47.0,39.0,33.0,32.0,31.0,28.0,27.0,22.0,27.0,31.0,39.0,45.0,50.0,53.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2000,"Martin, Ricky",Shake Your Bon-Bon,188,Latin,1999-11-20,2000-02-12,74,66.0,52.0,39.0,39.0,39.0,39.0,46.0,47.0,54.0,91.0,28.0,22.0,33.0,46.0,70.0,87.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2000,Vertical Horizon,You're A God,225,Rock,2000-08-26,2000-11-04,64,55.0,43.0,41.0,37.0,31.0,30.0,29.0,28.0,26.0,23.0,23.0,25.0,32.0,32.0,37.0,37.0,41.0,46.0,48.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2000,Avant,Separated,253,Rock,2000-04-29,2000-05-20,62,32.0,30.0,23.0,26.0,30.0,35.0,32.0,32.0,25.0,23.0,28.0,27.0,29.0,27.0,31.0,31.0,33.0,40.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2000,"Rimes, LeAnn",Big Deal,183,Country,1999-10-16,2000-01-01,71,52.0,51.0,51.0,51.0,48.0,41.0,37.0,29.0,26.0,26.0,23.0,30.0,28.0,27.0,25.0,31.0,43.0,56.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2000,IMx,Stay The Night,217,Rap,1999-10-09,2000-01-08,84,61.0,45.0,43.0,40.0,38.0,36.0,31.0,34.0,34.0,40.0,36.0,36.0,23.0,41.0,62.0,70.0,71.0,79.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2000,Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,78,67.0,58.0,53.0,46.0,41.0,32.0,27.0,26.0,23.0,26.0,27.0,32.0,32.0,44.0,46.0,47.0,50.0,52.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2000,"Spears, Britney",Lucky,203,Rock,2000-08-12,2000-09-09,61,41.0,28.0,26.0,23.0,29.0,30.0,40.0,66.0,86.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2000,Savage Garden,Crash And Burn,281,Rock,2000-04-08,2000-05-27,75,58.0,51.0,36.0,33.0,31.0,26.0,24.0,24.0,29.0,34.0,39.0,46.0,47.0,48.0,49.0,58.0,63.0,73.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2000,Kandi,Don't Think I'm Not,230,Rock,2000-08-05,2000-10-07,66,66.0,66.0,61.0,49.0,42.0,36.0,33.0,28.0,24.0,26.0,26.0,28.0,29.0,27.0,31.0,31.0,26.0,25.0,25.0,30.0,40.0,36.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2000,Sammie,I Like It,249,Rock,2000-01-29,2000-04-15,85,68.0,58.0,44.0,40.0,33.0,30.0,29.0,37.0,29.0,29.0,24.0,36.0,46.0,52.0,61.0,83.0,93.0,91.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2000,Goo Goo Dolls,Broadway,234,Rock,2000-04-22,2000-07-01,74,58.0,53.0,42.0,35.0,31.0,29.0,25.0,29.0,26.0,24.0,33.0,46.0,48.0,57.0,62.0,74.0,82.0,85.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2000,"Moore, Mandy",I Wanna Be With You,252,Pop,2000-06-17,2000-08-12,69,63.0,54.0,50.0,45.0,42.0,31.0,28.0,24.0,34.0,42.0,53.0,65.0,66.0,77.0,94.0,99.0,,,,,93.0,91.0,91.0,90.0,89.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2000,Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,75,55.0,47.0,36.0,36.0,30.0,30.0,31.0,26.0,25.0,25.0,26.0,26.0,28.0,34.0,47.0,58.0,68.0,80.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2000,D'Angelo,Untitled (How Does It Feel),430,R&B,2000-01-22,2000-02-19,77,56.0,35.0,26.0,25.0,25.0,28.0,28.0,31.0,35.0,39.0,44.0,51.0,60.0,73.0,79.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2000,"Messina, Jo Dee",That's The Way,197,Country,2000-06-24,2000-08-26,78,67.0,63.0,54.0,50.0,44.0,38.0,30.0,27.0,25.0,31.0,28.0,30.0,28.0,32.0,35.0,48.0,46.0,51.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2000,Avant,My First Love,268,Rock,2000-11-04,2000-12-16,70,62.0,56.0,43.0,39.0,33.0,26.0,26.0,26.0,31.0,32.0,31.0,38.0,38.0,52.0,57.0,64.0,73.0,81.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2000,Son By Four,A Puro Dolor (Purest Of Pain),210,Latin,2000-04-08,2000-08-19,80,80.0,80.0,79.0,72.0,73.0,65.0,64.0,60.0,60.0,48.0,48.0,48.0,43.0,35.0,32.0,30.0,32.0,37.0,26.0,31.0,28.0,30.0,32.0,39.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2000,Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,71,65.0,54.0,54.0,51.0,41.0,41.0,33.0,28.0,31.0,26.0,28.0,36.0,39.0,49.0,58.0,62.0,65.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2000,DMX,Party Up (Up In Here),225,Rap,2000-02-26,2000-04-22,88,74.0,62.0,56.0,49.0,44.0,38.0,32.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,33.0,35.0,42.0,44.0,46.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2000,"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,79,72.0,70.0,61.0,52.0,52.0,52.0,39.0,31.0,27.0,27.0,27.0,31.0,37.0,40.0,47.0,51.0,56.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2000,"McGraw, Tim",My Next Thirty Years,217,Country,2000-10-21,2000-12-16,73,62.0,56.0,52.0,46.0,40.0,36.0,31.0,27.0,27.0,28.0,40.0,33.0,33.0,39.0,40.0,48.0,53.0,58.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2000,"Tritt, Travis",Best Of Intentions,255,Country,2000-08-19,2000-12-02,97,86.0,79.0,70.0,63.0,56.0,50.0,48.0,51.0,38.0,33.0,31.0,28.0,28.0,28.0,27.0,29.0,31.0,37.0,45.0,49.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2000,Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,79,65.0,53.0,48.0,45.0,36.0,34.0,29.0,27.0,30.0,36.0,37.0,39.0,49.0,57.0,63.0,65.0,68.0,79.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2000,Hoku,Another Dumb Blonde,227,Pop,2000-02-19,2000-04-08,69,49.0,49.0,34.0,34.0,34.0,30.0,27.0,36.0,41.0,53.0,56.0,80.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2000,"Houston, Whitney",I Learned From The Best,258,Rock,2000-02-19,2000-03-25,83,83.0,83.0,40.0,28.0,27.0,28.0,36.0,53.0,73.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2000,Counting Crows,Hanginaround,247,Rock,1999-11-06,2000-01-29,84,70.0,66.0,60.0,46.0,37.0,35.0,35.0,35.0,32.0,29.0,29.0,28.0,32.0,38.0,48.0,56.0,59.0,61.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2000,Mary Mary,Shackles (Praise You),192,Rock,2000-03-25,2000-05-13,90,76.0,72.0,54.0,43.0,37.0,34.0,28.0,33.0,30.0,31.0,39.0,43.0,53.0,60.0,70.0,71.0,76.0,84.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2000,"Carey, Mariah",Crybaby,319,Rock,2000-06-24,2000-06-24,28,34.0,48.0,62.0,77.0,90.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2000,"McGraw, Tim",My Best Friend,273,Country,1999-11-27,2000-01-29,85,76.0,71.0,64.0,54.0,54.0,55.0,46.0,38.0,29.0,29.0,33.0,32.0,31.0,36.0,38.0,39.0,41.0,46.0,49.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2000,Sugar Ray,Falls Apart,255,Rock,2000-01-15,2000-02-19,70,64.0,54.0,40.0,34.0,29.0,29.0,32.0,32.0,37.0,47.0,49.0,52.0,60.0,76.0,80.0,89.0,97.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2000,Madonna,American Pie,270,Rock,2000-02-19,2000-03-04,43,35.0,29.0,29.0,33.0,32.0,40.0,58.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2000,"Jones, Donell",Where I Wanna Be,382,Rock,2000-04-22,2000-07-08,81,71.0,65.0,50.0,41.0,41.0,36.0,41.0,38.0,35.0,33.0,29.0,36.0,34.0,34.0,40.0,42.0,49.0,55.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2000,"Paisley, Brad",We Danced,225,Country,2000-10-14,2000-12-16,71,68.0,52.0,52.0,45.0,42.0,39.0,34.0,34.0,29.0,36.0,42.0,55.0,53.0,57.0,64.0,72.0,84.0,83.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2000,Lonestar,What About Now,210,Country,2000-06-10,2000-08-19,78,72.0,66.0,64.0,56.0,50.0,47.0,39.0,37.0,34.0,30.0,30.0,35.0,36.0,37.0,43.0,54.0,60.0,61.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2000,"Backstreet Boys, The",The One,226,Rock,2000-05-27,2000-07-01,58,50.0,43.0,37.0,31.0,30.0,39.0,47.0,55.0,61.0,76.0,90.0,93.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2000,"Keith, Toby",How Do You Like Me Now?!,209,Country,2000-01-29,2000-04-08,77,72.0,59.0,53.0,45.0,43.0,41.0,36.0,36.0,32.0,31.0,31.0,35.0,35.0,38.0,43.0,45.0,51.0,52.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2000,"Strait, George",The Best Day,204,Country,2000-01-29,2000-04-22,73,64.0,54.0,45.0,44.0,44.0,44.0,41.0,39.0,34.0,33.0,33.0,31.0,33.0,36.0,39.0,43.0,49.0,53.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2000,"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,80,70.0,63.0,56.0,50.0,49.0,48.0,46.0,41.0,40.0,35.0,31.0,33.0,44.0,36.0,35.0,37.0,43.0,51.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2000,Musiq,Just Friends (Sunny),242,Rap,2000-10-14,2000-12-30,89,83.0,65.0,55.0,54.0,54.0,52.0,44.0,41.0,34.0,32.0,31.0,35.0,34.0,41.0,41.0,48.0,54.0,58.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2000,"McEntire, Reba",What Do You Say,206,Country,1999-10-30,2000-01-29,88,76.0,71.0,71.0,69.0,63.0,56.0,51.0,46.0,46.0,53.0,43.0,33.0,31.0,34.0,41.0,50.0,60.0,68.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2000,"Braxton, Toni",Just Be A Man About It,250,Rock,2000-07-29,2000-09-02,76,69.0,51.0,42.0,37.0,32.0,32.0,34.0,34.0,38.0,50.0,53.0,53.0,63.0,65.0,72.0,79.0,84.0,89.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2000,"Iglesias, Enrique",Rhythm Divine,455,Latin,1999-12-04,2000-01-22,90,84.0,79.0,67.0,67.0,39.0,33.0,32.0,38.0,38.0,49.0,51.0,61.0,61.0,66.0,88.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2000,"Fabian, Lara",I Will Love Again,223,Pop,2000-06-10,2000-08-12,91,80.0,75.0,61.0,60.0,52.0,45.0,40.0,36.0,32.0,37.0,45.0,68.0,80.0,80.0,89.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2000,Bon Jovi,It's My Life,224,Rock,2000-08-12,2000-09-30,64,58.0,51.0,51.0,48.0,45.0,36.0,33.0,34.0,34.0,35.0,34.0,39.0,44.0,51.0,58.0,61.0,84.0,85.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2000,"Evans, Sara",Born To Fly,336,Country,2000-10-21,2000-12-30,77,71.0,64.0,57.0,55.0,51.0,46.0,44.0,36.0,39.0,34.0,46.0,44.0,36.0,42.0,53.0,58.0,74.0,81.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2000,"Chesney, Kenny",I Lost It,234,Country,2000-10-21,2000-12-23,75,67.0,61.0,58.0,58.0,53.0,47.0,47.0,40.0,34.0,36.0,45.0,42.0,45.0,60.0,70.0,82.0,88.0,89.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2000,J-Shin,One Night Stand,274,R&B,1999-12-25,2000-02-26,96,96.0,69.0,74.0,72.0,62.0,49.0,45.0,38.0,34.0,38.0,45.0,47.0,58.0,68.0,88.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2000,Eve,Love Is Blind,231,Rap,2000-01-08,2000-02-19,94,91.0,57.0,46.0,46.0,40.0,34.0,39.0,42.0,46.0,50.0,59.0,66.0,78.0,87.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2000,Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,84,62.0,51.0,41.0,38.0,35.0,35.0,38.0,38.0,36.0,37.0,37.0,38.0,49.0,61.0,63.0,62.0,67.0,83.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2000,"Montgomery, John Michael",The Little Girl,232,Country,2000-09-09,2000-10-28,81,67.0,64.0,56.0,45.0,41.0,41.0,35.0,35.0,38.0,37.0,42.0,45.0,50.0,57.0,63.0,62.0,83.0,74.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2000,"Carter, Aaron",Aaron's Party (Come Get It),203,R&B,2000-08-26,2000-09-16,99,75.0,57.0,35.0,35.0,37.0,43.0,79.0,51.0,55.0,67.0,83.0,86.0,92.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2000,"Vassar, Phil",Just Another Day In Paradise,234,Country,2000-09-30,2000-12-02,81,81.0,76.0,67.0,53.0,46.0,43.0,38.0,36.0,35.0,43.0,41.0,46.0,51.0,62.0,58.0,63.0,70.0,74.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2000,Ice Cube,You Can Do It,260,Rap,1999-12-04,2000-01-15,86,66.0,50.0,42.0,42.0,40.0,35.0,46.0,45.0,54.0,73.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2000,"Wills, Mark",Back At One,240,Country,2000-01-15,2000-02-26,89,55.0,51.0,43.0,37.0,37.0,36.0,39.0,42.0,46.0,45.0,52.0,64.0,74.0,84.0,90.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2000,Lucy Pearl,Dance Tonight,225,R&B,2000-05-20,2000-07-29,80,75.0,63.0,59.0,55.0,49.0,42.0,42.0,40.0,40.0,36.0,43.0,46.0,54.0,72.0,84.0,84.0,86.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2000,"Jackson, Alan",It Must Be Love,173,Country,2000-06-24,2000-09-02,76,74.0,68.0,63.0,57.0,49.0,44.0,39.0,39.0,38.0,37.0,37.0,40.0,47.0,62.0,64.0,75.0,80.0,84.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2000,"Griggs, Andy",She's More,199,Country,2000-03-11,2000-06-10,81,76.0,69.0,67.0,62.0,55.0,52.0,51.0,51.0,48.0,47.0,43.0,42.0,37.0,41.0,50.0,69.0,73.0,77.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2000,No Doubt,Simple Kind Of Life,251,Rock,2000-07-01,2000-07-22,50,40.0,39.0,38.0,38.0,48.0,52.0,55.0,80.0,85.0,88.0,100.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2000,"Jean, Wyclef",911,240,Rap,2000-10-07,2000-11-25,77,74.0,64.0,61.0,53.0,48.0,43.0,38.0,42.0,38.0,44.0,49.0,53.0,61.0,66.0,68.0,80.0,85.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2000,Rascal Flatts,Prayin' For Daylight,216,Country,2000-05-06,2000-08-12,87,78.0,72.0,68.0,66.0,64.0,58.0,58.0,56.0,54.0,49.0,46.0,46.0,41.0,38.0,38.0,47.0,65.0,72.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2000,Vitamin C,Graduation (Friends Forever),263,Rock,2000-04-15,2000-06-10,81,64.0,54.0,54.0,46.0,40.0,40.0,40.0,38.0,42.0,57.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
