artist.inverted,track,time,genre,date.entered,date.peaked,Week,Ranking
DMX,What You Want,245,Rap,2000-07-01,2000-09-23,week8,60.0
DMX,What You Want,245,Rap,2000-07-01,2000-09-23,week9,58.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week1,98.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week10,94.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week11,100.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week2,76.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week3,69.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week4,69.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week5,67.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week6,73.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week7,76.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week8,90.0
DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week9,90.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week1,93.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week10,70.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week11,71.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week12,72.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week13,90.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week14,94.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week15,94.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week16,94.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week17,94.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week18,100.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week2,73.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week3,60.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week4,60.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week5,60.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week6,60.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week7,63.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week8,56.0
Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week9,58.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week1,71.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week10,31.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week11,26.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week12,28.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week13,36.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week14,39.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week15,49.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week16,58.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week17,62.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week18,65.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week19,68.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week2,65.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week20,68.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week3,54.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week4,54.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week5,51.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week6,41.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week7,41.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week8,33.0
Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week9,28.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week1,97.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week10,56.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week11,54.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week12,50.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week13,49.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week14,55.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week15,52.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week16,51.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week17,51.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week18,62.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week19,63.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week2,97.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week20,83.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week3,97.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week4,90.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week5,83.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week6,78.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week7,74.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week8,69.0
"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week9,60.0
De La Soul,All Good?,302,Rap,2000-12-23,2000-12-23,week1,96.0
De La Soul,All Good?,302,Rap,2000-12-23,2000-12-23,week2,96.0
De La Soul,All Good?,302,Rap,2000-12-23,2000-12-23,week3,100.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week1,78.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week10,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week11,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week12,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week13,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week14,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week15,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week16,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week17,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week18,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week19,1.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week2,63.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week20,2.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week21,3.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week22,7.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week23,10.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week24,12.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week25,15.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week26,22.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week27,29.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week28,31.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week3,49.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week4,33.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week5,23.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week6,15.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week7,7.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week8,5.0
Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week9,1.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week1,74.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week10,18.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week11,13.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week12,8.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week13,6.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week14,4.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week15,3.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week16,4.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week17,3.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week18,3.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week19,3.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week2,71.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week20,3.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week21,4.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week22,4.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week23,6.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week24,7.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week25,6.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week26,8.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week27,10.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week28,15.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week29,24.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week3,65.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week30,30.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week31,35.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week32,39.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week4,62.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week5,57.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week6,50.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week7,40.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week8,37.0
Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week9,22.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week1,83.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week10,18.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week11,17.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week12,14.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week13,1.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week14,1.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week15,1.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week16,2.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week17,2.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week18,3.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week19,5.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week2,83.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week20,5.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week21,5.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week22,7.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week23,10.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week24,13.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week25,14.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week26,18.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week27,23.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week28,23.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week29,34.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week3,44.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week30,37.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week31,43.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week32,47.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week4,38.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week5,16.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week6,13.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week7,16.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week8,16.0
Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week9,16.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week1,81.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week10,85.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week11,92.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week12,92.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week14,99.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week15,100.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week2,78.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week3,67.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week4,63.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week5,60.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week6,57.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week7,63.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week8,69.0
"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week9,78.0
"Diffie, Joe",The Quittin' Kind,203,Country,2000-01-01,2000-01-22,week1,98.0
"Diffie, Joe",The Quittin' Kind,203,Country,2000-01-01,2000-01-22,week2,100.0
"Diffie, Joe",The Quittin' Kind,203,Country,2000-01-01,2000-01-22,week3,100.0
"Diffie, Joe",The Quittin' Kind,203,Country,2000-01-01,2000-01-22,week4,90.0
"Diffie, Joe",The Quittin' Kind,203,Country,2000-01-01,2000-01-22,week5,93.0
"Diffie, Joe",The Quittin' Kind,203,Country,2000-01-01,2000-01-22,week6,94.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week1,74.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week10,14.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week11,11.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week12,8.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week13,9.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week14,10.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week15,11.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week16,11.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week17,6.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week18,8.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week19,7.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week2,68.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week20,7.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week21,9.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week22,10.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week23,14.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week24,16.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week25,26.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week26,31.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week27,35.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week28,42.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week3,65.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week4,49.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week5,44.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week6,34.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week7,30.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week8,30.0
"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week9,17.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week1,80.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week10,91.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week2,79.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week3,76.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week4,72.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week5,68.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week6,68.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week7,65.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week8,70.0
"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week9,84.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week1,79.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week10,27.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week11,27.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week12,27.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week13,31.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week14,37.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week15,40.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week16,47.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week17,51.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week18,56.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week19,59.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week2,72.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week20,59.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week3,70.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week4,61.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week5,52.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week6,52.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week7,52.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week8,39.0
"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week9,31.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week1,40.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week10,61.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week11,86.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week12,88.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week13,96.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week14,96.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week15,98.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week2,29.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week3,24.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week4,24.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week5,20.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week6,20.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week7,20.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week8,19.0
"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week9,38.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week1,80.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week10,40.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week11,35.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week12,31.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week13,33.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week14,44.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week15,36.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week16,35.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week17,37.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week18,43.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week19,51.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week2,70.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week20,54.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week3,63.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week4,56.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week5,50.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week6,49.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week7,48.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week8,46.0
"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week9,41.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week1,75.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week10,25.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week11,25.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week12,26.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week13,26.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week14,28.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week15,34.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week16,47.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week17,58.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week18,68.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week19,80.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week2,55.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week20,82.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week3,47.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week4,36.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week5,36.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week6,30.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week7,30.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week8,31.0
Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week9,26.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week1,78.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week10,23.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week11,26.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week12,27.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week13,32.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week14,32.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week15,44.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week16,46.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week17,47.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week18,50.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week19,52.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week2,67.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week20,58.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week3,58.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week4,53.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week5,46.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week6,41.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week7,32.0
Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week8,27.0
