,year,artist.inverted,track,time,genre,date.entered,date.peaked,Week,Ranking
803,2000,Ideal,Whatever,228,R&B,2000-06-10,2000-08-19,week3,67.0
804,2000,"Thomas, Carl",Emotional,271,Rock,2000-11-25,2000-12-30,week3,61.0
805,2000,Ginuwine,None Of Ur Friends Business,252,Rock,1999-12-11,2000-01-22,week3,71.0
806,2000,"Davidson, Clay",Unconditional,236,Country,2000-03-25,2000-06-17,week3,97.0
807,2000,DMX,What You Want,245,Rap,2000-07-01,2000-09-23,week3,95.0
808,2000,"John, Elton",Someday Out Of The Blue,281,Rock,2000-04-22,2000-05-06,week3,49.0
809,2000,Pearl Jam,Nothing As It Seems,320,Rock,2000-05-13,2000-05-13,week3,84.0
810,2000,Mya,The Best Of Me,252,Rock,2000-04-15,2000-05-20,week3,65.0
811,2000,"Heatherly, Eric",Flowers On The Wall,196,Country,2000-04-29,2000-08-12,week3,88.0
812,2000,Eminem,Stan,326,Rap,2000-11-04,2000-12-02,week3,57.0
813,2000,"McEntire, Reba",I'll Be,263,Country,2000-05-13,2000-07-29,week3,79.0
814,2000,"Lopez, Jennifer",Feelin' Good,268,Latin,2000-02-19,2000-04-08,week3,66.0
815,2000,"Urban, Keith",Your Everything,250,Country,2000-07-15,2000-09-16,week3,73.0
816,2000,TLC,Dear Lie,276,Rock,2000-02-12,2000-03-04,week3,52.0
817,2000,"Gill, Vince",Feels Like Love,253,Country,2000-09-02,2000-11-18,week3,74.0
818,2000,"Houston, Whitney",Could I Have This Kiss Forever,234,Rock,2000-06-17,2000-08-05,week3,68.0
819,2000,Bloodhound Gang,The Bad Touch,260,R&B,2000-03-18,2000-04-15,week3,55.0
820,2000,"Williams, Robbie",Angels,236,Rock,1999-11-20,2000-01-22,week3,69.0
821,2000,"Messina, Jo Dee",Because You Love Me,230,Country,2000-01-29,2000-03-11,week3,71.0
822,2000,"Keith, Toby",Country Comes To Town,219,Country,2000-08-05,2000-10-14,week3,75.0
823,2000,Beenie Man,Girls Dem Sugar,257,Reggae,2000-10-21,2000-12-02,week3,63.0
824,2000,"Hill, Faith",Let's Make Love,251,Rap,2000-08-12,2000-10-21,week3,73.0
825,2000,Kelis,Caught Out There,249,R&B,1999-12-04,2000-01-08,week3,67.0
826,2000,Jay-Z,Anything,221,Rap,2000-02-26,2000-03-11,week3,55.0
827,2000,3 Doors Down,Loser,264,Rock,2000-10-21,2000-12-02,week3,72.0
828,2000,Brooks & Dunn,You'll Always Be Loved By Me,178,Country,2000-06-10,2000-09-09,week3,85.0
829,2000,"Chesney, Kenny",What I Need To Do,245,Country,2000-04-01,2000-06-10,week3,68.0
830,2000,"Stone, Angie",No More Rain (In This Cloud),282,R&B,1999-12-25,2000-01-22,week3,74.0
831,2000,Da Brat,That's What I'm Looking For,224,Rap,2000-02-26,2000-04-15,week3,60.0
832,2000,SheDaisy,This Woman Needs,200,Country,2000-02-05,2000-03-04,week3,70.0
833,2000,Papa Roach,Last Resort,199,Rock,2000-07-29,2000-12-02,week3,69.0
834,2000,"Adams, Yolanda",Open My Heart,330,Gospel,2000-08-26,2000-10-21,week3,74.0
835,2000,Shyne,Bad Boyz,262,Rap,2000-09-09,2000-10-28,week3,90.0
836,2000,R.E.M.,The Great Beyond,250,Rock,1999-12-25,2000-01-29,week3,70.0
837,2000,"Diffie, Joe",It's Always Somethin',175,Country,2000-08-12,2000-09-16,week3,67.0
838,2000,"McGraw, Tim",Some Things Never Change,236,Country,2000-05-13,2000-07-01,week3,66.0
839,2000,"Henley, Don",Taking You Home,248,Rock,2000-06-24,2000-08-05,week3,74.0
840,2000,Eminem,The Way I Am,280,Rap,2000-08-26,2000-09-30,week3,59.0
841,2000,Nas,You Owe Me,231,R&B,2000-03-25,2000-04-15,week3,68.0
842,2000,Sister Hazel,Change Your Mind,242,Rock,2000-07-15,2000-08-05,week3,66.0
843,2000,Puff Daddy,Best Friend,333,Rap,2000-02-12,2000-02-19,week3,62.0
844,2000,"McBride, Martina",There You Are,206,Country,2000-09-09,2000-10-21,week3,75.0
845,2000,Usher,Pop Ya Collar,216,Rock,2000-11-04,2000-11-18,week3,60.0
846,2000,Lil' Kim,No Matter What They Say,252,Rap,2000-07-15,2000-08-05,week3,67.0
847,2000,LFO,I Don't Wanna Kiss You Goodnight,300,Rock,2000-04-15,2000-04-22,week3,68.0
848,2000,SheDaisy,Deck The Halls,226,Country,1999-12-25,2000-01-01,week3,
849,2000,Splender,I Think God Can Explain,235,R&B,2000-06-10,2000-06-24,week3,62.0
850,2000,"Simpson, Jessica",Where You Are,231,Rock,2000-04-01,2000-04-15,week3,62.0
851,2000,M2M,Mirror Mirror,199,Pop,2000-04-01,2000-05-27,week3,94.0
852,2000,Kumbia Kings,U Don't Love Me,230,R&B,2000-03-04,2000-03-18,week3,62.0
853,2000,Joe,Treat Her Like A Lady,252,Rock,2000-08-05,2000-08-19,week3,63.0
854,2000,"Blige, Mary J.",Deep Inside,326,Rock,1999-11-13,2000-01-22,week3,80.0
855,2000,"Price, Kelly",You Should've Told Me,192,Rock,2000-09-23,2000-12-02,week3,91.0
856,2000,Changing Faces,That Other Woman,240,Rock,2000-09-30,2000-10-28,week3,66.0
857,2000,"Wright, Chely",It Was,231,R&B,2000-03-04,2000-04-15,week3,75.0
858,2000,Limp Bizkit,Rollin',244,Rock,2000-11-11,2000-12-09,week3,72.0
859,2000,Hot Boys,I Need A Hot Girl,256,Rap,2000-02-19,2000-03-11,week3,71.0
860,2000,Jay-Z,Do It Again (Put Ya Hands Up),227,Rap,2000-01-15,2000-01-29,week3,65.0
861,2000,"Adkins, Trace",More,185,Country,2000-04-29,2000-06-17,week3,75.0
862,2000,"Dixie Chicks, The",Cold Day In July,312,Country,2000-06-24,2000-08-05,week3,76.0
863,2000,"Price, Kelly",As We Lay,380,Rock,2000-07-15,2000-08-05,week3,69.0
864,2000,DMX,What's My Name,230,Rap,2000-01-15,2000-02-12,week3,69.0
865,2000,"Martin, Ricky",Private Emotion,242,Latin,2000-03-11,2000-03-18,week3,71.0
866,2000,Nine Days,If I Am,258,Rock,2000-12-02,2000-12-02,week3,81.0
867,2000,"Blige, Mary J.",Give Me You,300,Rock,2000-04-15,2000-05-13,week3,77.0
868,2000,Red Hot Chili Peppers,Californication,321,Rock,2000-07-29,2000-10-14,week3,72.0
869,2000,Third Eye Blind,Deep Inside Of You,250,Rock,2000-09-02,2000-10-07,week3,70.0
870,2000,"Brooks, Garth",Do What You Gotta Do,176,Country,2000-02-19,2000-03-18,week3,72.0
871,2000,"Offspring, The",Original Prankster,222,Rock,2000-11-25,2000-12-09,week3,70.0
872,2000,"Anthony, Marc",My Baby You,239,Latin,2000-09-16,2000-10-07,week3,76.0
873,2000,"Houston, Whitney","Same Script, Different Cast",285,Rock,2000-06-17,2000-07-15,week3,71.0
874,2000,D'Angelo,Left & Right,275,R&B,1999-12-11,2000-01-01,week3,75.0
875,2000,"Kravitz, Lenny",I Belong To You,257,Rock,2000-03-25,2000-04-08,week3,71.0
876,2000,"Loveless, Patty",That's The Kind Of Mood I'm In,207,Country,2000-09-16,2000-11-18,week3,93.0
877,2000,Q-Tip,Breathe And Stop,246,Rock,2000-01-22,2000-01-22,week3,81.0
878,2000,"Rimes, LeAnn",Can't Fight The Moonlight,213,Country,2000-09-09,2000-09-16,week3,79.0
879,2000,Lil Wayne,Tha Block Is Hot,253,Rap,1999-12-04,2000-01-08,week3,92.0
880,2000,2 Pac,Baby Don't Cry (Keep Ya Head Up II),262,Rap,2000-02-26,2000-03-11,week3,72.0
881,2000,"Wallflowers, The",Sleepwalker,209,Rock,2000-10-28,2000-10-28,week3,74.0
882,2000,Drama,"Left, Right, Left",217,Rap,2000-02-12,2000-03-18,week3,89.0
883,2000,Limp Bizkit,N 2 Gether Now,235,Rock,1999-12-04,2000-01-08,week3,85.0
884,2000,Lox,"Ryde or Die, Chick",236,Rap,2000-03-18,2000-03-25,week3,80.0
885,2000,Ying Yang Twins,Whistle While You Twurk,259,Rap,2000-03-18,2000-04-29,week3,91.0
886,2000,"Walker, Clay","Live, Laugh, Love",246,Country,1999-12-04,2000-01-22,week3,94.0
887,2000,Metallica,No Leaf Clover (Live),343,Rock,2000-02-12,2000-03-11,week3,78.0
888,2000,Yankee Grey,Another Nine Minutes,190,Country,2000-04-29,2000-05-20,week3,77.0
889,2000,"Bega, Lou",Tricky Tricky ,203,Rock,2000-01-29,2000-02-05,week3,87.0
890,2000,Big Punisher,It's So Hard,205,Rap,2000-04-22,2000-05-06,week3,75.0
891,2000,"Worley, Darryl",When You Need My Love,215,Country,2000-06-17,2000-09-02,week3,93.0
892,2000,Lil' Kim,How Many Licks?,230,Rap,2000-11-25,2000-12-02,week3,77.0
893,2000,"Clark, Terri",A Little Gasoline,187,Country,2000-12-16,2000-12-16,week3,88.0
894,2000,"Brock, Chad",A Country Boy Can Survive,234,Country,2000-01-01,2000-01-08,week3,92.0
895,2000,"Cagle, Chris",My Love Goes On And On,182,Country,2000-10-21,2000-12-02,week3,94.0
896,2000,"Byrd, Tracy",Put Your Hand In Mine,270,Country,2000-01-29,2000-02-12,week3,76.0
897,2000,Metallica,I Disappear,266,Rock,2000-05-13,2000-06-17,week3,88.0
898,2000,Jay-Z,Hey Papi,220,Rap,2000-08-12,2000-10-07,week3,98.0
899,2000,Fatboy Slim,The Rockafeller Skank,240,Electronica,1999-11-13,2000-01-22,week3,94.0
900,2000,"Levert, Gerald",Mr. Too Damn Good,246,R&B,2000-03-18,2000-04-08,week3,83.0
901,2000,"McKnight, Brian",Stay Or Let It Go,272,Rock,2000-02-26,2000-03-25,week3,82.0
902,2000,"Allan, Gary",Smoke Rings In The Dark,258,Country,2000-01-22,2000-02-05,week3,76.0
903,2000,Ginuwine,The Best Man I Can Be,246,Rock,2000-01-08,2000-03-04,week3,83.0
904,2000,Before Dark,Monica,244,Rock,2000-05-20,2000-06-17,week3,80.0
905,2000,"Estefan, Gloria",No Me Dejes De Querer,205,Rock,2000-06-10,2000-06-10,week3,
906,2000,Stone Temple Pilots,Sour Girl,256,Rock,2000-07-08,2000-07-29,week3,79.0
907,2000,Montgomery Gentry,Daddy Won't Sell The Farm,258,Country,2000-03-04,2000-03-25,week3,81.0
908,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,225,Country,2000-09-23,2000-11-11,week3,97.0
909,2000,Clark Family Experience,Meanwhile Back At The Ranch,176,Country,2000-11-18,2000-12-16,week3,81.0
910,2000,"Thomas, Carl",Summer Rain,297,Rock,2000-09-23,2000-10-14,week3,86.0
911,2000,"Yearwood, Trisha",Real Live Woman,235,Country,2000-04-01,2000-04-29,week3,83.0
912,2000,Trick Daddy,Shut Up,257,Rap,2000-05-20,2000-06-17,week3,87.0
913,2000,"Moore, Chante",Straight Up,220,Rock,2000-10-28,2000-12-02,week3,97.0
914,2000,Cam'ron,What Means The World To You,278,Rap,2000-10-14,2000-11-18,week3,96.0
915,2000,Juvenile,U Understand,231,Rap,2000-02-05,2000-02-12,week3,100.0
916,2000,"Hollister, Dave",Can't Stay,377,Rock,2000-03-25,2000-03-25,week3,93.0
917,2000,Tamia,Can't Go For That,218,Rock,2000-09-16,2000-09-30,week3,84.0
918,2000,LFO,West Side Story,207,Rock,2000-08-05,2000-08-12,week3,88.0
919,2000,"Paisley, Brad",Me Neither,199,Country,2000-05-13,2000-05-20,week3,90.0
920,2000,"Carter, Torrey",Take That,223,Rock,2000-06-24,2000-07-08,week3,86.0
921,2000,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,R&B,2000-09-02,2000-09-09,week3,92.0
922,2000,Madison Avenue,Don't Call Me Baby,224,Electronica,2000-07-08,2000-09-16,week3,93.0
923,2000,Eve,Got It All,228,Rap,2000-07-15,2000-07-22,week3,88.0
924,2000,Limp Bizkit,Re-Arranged,248,Rock,1999-12-04,2000-02-05,week3,90.0
925,2000,"Spencer, Tracie",Still In My Heart,251,Rock,2000-03-04,2000-03-11,week3,98.0
926,2000,Nu Flavor,3 Little Words,234,R&B,2000-06-03,2000-06-17,week3,89.0
927,2000,Tamar,If You Don't Wanna Love Me,242,Rock,2000-03-25,2000-04-15,week3,92.0
928,2000,"Levert, Gerald",Baby U Are,250,R&B,2000-08-19,2000-08-26,week3,92.0
929,2000,"Hart, Beth",L.A. Song,227,Country,1999-11-27,2000-01-15,week3,98.0
930,2000,"Diffie, Joe",The Quittin' Kind,203,Country,2000-01-01,2000-01-22,week3,100.0
931,2000,Funkmaster Flex,Do You,254,Rap,2000-11-11,2000-12-02,week3,95.0
932,2000,"Price, Kelly",Love Sets You Free,226,Rock,2000-05-13,2000-05-20,week3,98.0
933,2000,En Vogue,Riddle,310,Rock,2000-06-17,2000-06-17,week3,97.0
934,2000,"Herndon, Ty",No Mercy,283,Country,2000-03-18,2000-05-06,week3,99.0
935,2000,Anastacia,I'm Outta Love,241,Pop,2000-04-01,2000-04-01,week3,
936,2000,Trina,Pull Over,178,Rap,2000-09-09,2000-09-16,week3,96.0
937,2000,Lil' Mo,Ta Da,257,Rap,2000-08-12,2000-09-16,week3,97.0
938,2000,A*Teens,Dancing Queen,224,Pop,2000-07-08,2000-07-29,week3,96.0
939,2000,"Sheist, Shade",Where I Wanna Be,256,Rap,2000-11-11,2000-11-18,week3,99.0
940,2000,De La Soul,All Good?,302,Rap,2000-12-23,2000-12-23,week3,100.0
941,2000,"Larrieux, Amel",Get Up,242,R&B,2000-03-04,2000-03-11,week3,97.0
942,2000,"Braxton, Toni",Spanish Guitar,264,Rock,2000-12-02,2000-12-02,week3,98.0
943,2000,Tuesday,I Know,246,Rock,2000-12-30,2000-12-30,week3,
944,2000,LL Cool J,Imagine That,240,Rap,2000-08-12,2000-08-19,week3,
945,2000,Master P,Souljas,213,Rap,2000-11-18,2000-11-18,week3,
946,2000,Ghostface Killah,Cherchez LaGhost,184,R&B,2000-08-05,2000-08-05,week3,
947,2000,"Smith, Will",Freakin' It,238,Rap,2000-02-12,2000-02-12,week3,99.0
948,2000,Zombie Nation,Kernkraft 400,210,Rock,2000-09-02,2000-09-02,week3,
949,2000,"Eastsidaz, The",Got Beef,238,Rap,2000-07-01,2000-07-01,week3,
950,2000,Fragma,Toca's Miracle,202,R&B,2000-10-28,2000-10-28,week3,
951,2000,Destiny's Child,Independent Women Part I,218,Rock,2000-09-23,2000-11-18,week4,33.0
952,2000,Santana,"Maria, Maria",258,Rock,2000-02-12,2000-04-08,week4,5.0
953,2000,Savage Garden,I Knew I Loved You,247,Rock,1999-10-23,2000-01-29,week4,31.0
954,2000,Madonna,Music,225,Rock,2000-08-12,2000-09-16,week4,14.0
955,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,Rock,2000-08-05,2000-10-14,week4,29.0
956,2000,Janet,Doesn't Really Matter,257,Rock,2000-06-17,2000-08-26,week4,30.0
957,2000,Destiny's Child,Say My Name,271,Rock,1999-12-25,2000-03-18,week4,38.0
958,2000,"Iglesias, Enrique",Be With You,216,Latin,2000-04-01,2000-06-24,week4,23.0
959,2000,Sisqo,Incomplete,232,Rock,2000-06-24,2000-08-12,week4,61.0
960,2000,Lonestar,Amazed,265,Country,1999-06-05,2000-03-04,week4,39.0
961,2000,N'Sync,It's Gonna Be Me,190,Rock,2000-05-06,2000-07-29,week4,39.0
962,2000,"Aguilera, Christina",What A Girl Wants,198,Rock,1999-11-27,2000-01-15,week4,18.0
963,2000,Vertical Horizon,Everything You Want,241,Rock,2000-01-22,2000-07-15,week4,46.0
964,2000,Creed,With Arms Wide Open,232,Rock,2000-05-13,2000-11-11,week4,74.0
965,2000,Aaliyah,Try Again,243,Rock,2000-03-18,2000-06-17,week4,28.0
966,2000,matchbox twenty,Bent,252,Rock,2000-04-29,2000-07-22,week4,24.0
967,2000,"Carey, Mariah",Thank God I Found You,254,Rock,1999-12-11,2000-02-19,week4,50.0
968,2000,"Hill, Faith",Breathe,244,Rap,1999-11-06,2000-04-22,week4,51.0
969,2000,Mya,Case Of The Ex (Whatcha Gonna Do),230,Rock,2000-08-19,2000-12-02,week4,47.0
970,2000,Dream,He Loves U Not,223,Rock,2000-09-30,2000-12-30,week4,59.0
971,2000,"Braxton, Toni",He Wasn't Man Enough,261,Rock,2000-03-18,2000-05-06,week4,39.0
972,2000,"Anthony, Marc",You Sang To Me,230,Latin,2000-02-26,2000-06-03,week4,43.0
973,2000,98¡,Give Me Just One Night (Una Noche),204,Rock,2000-08-19,2000-09-30,week4,26.0
974,2000,Destiny's Child,Jumpin' Jumpin',228,Rock,2000-05-13,2000-08-19,week4,62.0
975,2000,3 Doors Down,Kryptonite,233,Rock,2000-04-08,2000-11-11,week4,67.0
976,2000,Sisqo,Thong Song,245,Rock,2000-01-29,2000-05-20,week4,26.0
977,2000,"Aguilera, Christina",I Turn To You,240,Rock,2000-04-15,2000-07-01,week4,28.0
978,2000,"Houston, Whitney",My Love Is Your Love,256,Rock,1999-09-04,2000-01-08,week4,16.0
979,2000,Joe,I Wanna Know,297,Rock,2000-01-01,2000-07-01,week4,50.0
980,2000,"Jordan, Montell",Get It On.. Tonite,274,Rap,1999-10-23,2000-02-12,week4,69.0
981,2000,N'Sync,Bye Bye Bye,195,Rock,2000-01-29,2000-04-15,week4,14.0
982,2000,Eminem,The Real Slim Shady,282,Rap,2000-05-06,2000-06-24,week4,16.0
983,2000,Pink,Most Girls,246,Rock,2000-08-12,2000-11-25,week4,36.0
984,2000,"Mumba, Samantha",Gotta Tell You,199,Rock,2000-09-09,2000-12-09,week4,49.0
985,2000,Blaque,Bring It All To Me,226,Pop,1999-10-23,2000-01-22,week4,42.0
986,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,Rap,1999-11-27,2000-01-08,week4,9.0
987,2000,"Gray, Macy",I Try,232,Rock,2000-02-19,2000-05-20,week4,36.0
988,2000,N'Sync,This I Promise You,263,Rock,2000-09-30,2000-12-02,week4,15.0
989,2000,Ruff Endz,No More,236,Rock,2000-07-01,2000-09-02,week4,17.0
990,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,Rock,2000-01-01,2000-03-18,week4,25.0
991,2000,Nine Days,Absolutely (Story Of A Girl),189,Rock,2000-05-06,2000-07-22,week4,52.0
992,2000,"Dion, Celine",That's The Way It Is,243,Rock,1999-11-13,2000-03-04,week4,49.0
993,2000,Blink-182,All The Small Things,172,Rock,1999-12-04,2000-02-19,week4,59.0
994,2000,Eiffel 65,Blue (Da Ba Dee),209,Electronica,1999-12-11,2000-01-29,week4,16.0
995,2000,"Badu, Erkyah",Bag Lady,303,Rock,2000-08-19,2000-10-07,week4,41.0
996,2000,Pink,There U Go,203,Rock,2000-03-04,2000-04-08,week4,11.0
997,2000,Creed,Higher,316,Rock,1999-09-11,2000-07-22,week4,63.0
998,2000,Nelly,(Hot S**t) Country Grammar,257,Rap,2000-04-29,2000-09-16,week4,76.0
999,2000,Next,Wifey,243,Rock,2000-05-27,2000-09-09,week4,40.0
1000,2000,Kenny G,Auld Lang Syne (The Millenium Mix),470,Jazz,1999-12-25,2000-01-08,week4,8.0
1001,2000,Sonique,It Feels So Good,228,Rock,2000-01-22,2000-04-22,week4,23.0
1002,2000,"Spears, Britney",Oops!.. I Did It Again,210,Rock,2000-04-22,2000-06-10,week4,19.0
1003,2000,"Backstreet Boys, The",Shape Of My Heart,229,Rock,2000-10-14,2000-12-02,week4,15.0
1004,2000,Everclear,Wonderful,270,Rock,2000-07-08,2000-09-30,week4,37.0
1005,2000,Ja Rule,Between Me And You,245,Rap,2000-09-16,2000-11-18,week4,37.0
1006,2000,"Rimes, LeAnn",I Need You,222,Country,2000-05-27,2000-08-12,week4,63.0
1007,2000,Smash Mouth,Then The Morning Comes,184,Rock,1999-10-30,2000-01-29,week4,46.0
1008,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),230,Rap,2000-10-28,2000-12-30,week4,26.0
1009,2000,Jagged Edge,Let's Get Married,263,Rock,2000-05-06,2000-07-29,week4,45.0
1010,2000,Filter,Take A Picture,263,Rock,1999-11-27,2000-02-05,week4,52.0
1011,2000,"Martin, Ricky",She Bangs,242,Latin,2000-10-07,2000-12-02,week4,21.0
1012,2000,Mystikal,Shake Ya Ass,286,Rap,2000-08-12,2000-10-28,week4,41.0
1013,2000,BBMak,Back Here,215,Rock,2000-04-29,2000-07-29,week4,52.0
1014,2000,"Spears, Britney",From The Bottom Of My Broken Heart,270,Rock,2000-01-29,2000-02-26,week4,52.0
1015,2000,Third Eye Blind,Never Let You Go,237,Rock,2000-01-22,2000-04-01,week4,24.0
1016,2000,Red Hot Chili Peppers,Otherside,253,Rock,2000-02-12,2000-05-27,week4,52.0
1017,2000,Profyle,Liar,237,R&B,2000-09-16,2000-10-28,week4,17.0
1018,2000,Barenaked Ladies,Pinch Me,226,Rock,2000-09-09,2000-11-25,week4,45.0
1019,2000,Jagged Edge,He Can't Love U,210,Rock,1999-12-11,2000-01-08,week4,17.0
1020,2000,504 Boyz,Wobble Wobble,215,Rap,2000-04-15,2000-05-06,week4,17.0
1021,2000,Sting,Desert Rose,232,Rock,2000-05-13,2000-08-26,week4,59.0
1022,2000,Jay-Z,Big Pimpin',235,Rap,2000-04-22,2000-07-08,week4,33.0
1023,2000,Kid Rock,Only God Knows Why,327,Rock,2000-02-19,2000-04-15,week4,39.0
1024,2000,Foo Fighters,Learn To Fly,235,Rock,1999-10-16,2000-01-22,week4,63.0
1025,2000,"Dixie Chicks, The",Goodbye Earl,259,Country,2000-03-18,2000-05-06,week4,24.0
1026,2000,Guy,Dancin',248,R&B,1999-12-18,2000-01-01,week4,22.0
1027,2000,Lil Bow Wow,Bounce With Me,202,Rap,2000-08-19,2000-09-16,week4,24.0
1028,2000,Westlife,Swear It Again,247,Rock,2000-04-01,2000-07-01,week4,55.0
1029,2000,Train,Meet Virginia,235,Rock,1999-10-09,2000-01-22,week4,54.0
1030,2000,"Thomas, Carl",I Wish,230,Rock,2000-03-25,2000-05-13,week4,39.0
1031,2000,Hanson,This Time Around,254,Country,2000-04-22,2000-05-06,week4,45.0
1032,2000,"Simpson, Jessica",I Think I'm In Love With You,212,Pop,2000-07-01,2000-08-12,week4,29.0
1033,2000,Ludacris,What's Your Fantasy,256,Rap,2000-09-30,2000-12-16,week4,55.0
1034,2000,Lil' Zane,Callin' Me,223,Rap,2000-07-29,2000-09-02,week4,40.0
1035,2000,M2M,Don't Say You Love Me,221,Pop,1999-11-20,2000-01-08,week4,46.0
1036,2000,SoulDecision,Faded,205,Rock,2000-07-08,2000-09-09,week4,64.0
1037,2000,"Brock, Chad",Yes!,202,Country,2000-04-08,2000-07-01,week4,61.0
1038,2000,"Martin, Ricky",Shake Your Bon-Bon,188,Latin,1999-11-20,2000-02-12,week4,39.0
1039,2000,Vertical Horizon,You're A God,225,Rock,2000-08-26,2000-11-04,week4,41.0
1040,2000,Avant,Separated,253,Rock,2000-04-29,2000-05-20,week4,23.0
1041,2000,"Rimes, LeAnn",Big Deal,183,Country,1999-10-16,2000-01-01,week4,51.0
1042,2000,IMx,Stay The Night,217,Rap,1999-10-09,2000-01-08,week4,43.0
1043,2000,Dr. Dre,The Next Episode,158,Rap,2000-05-27,2000-07-29,week4,53.0
1044,2000,"Spears, Britney",Lucky,203,Rock,2000-08-12,2000-09-09,week4,26.0
1045,2000,Savage Garden,Crash And Burn,281,Rock,2000-04-08,2000-05-27,week4,36.0
1046,2000,Kandi,Don't Think I'm Not,230,Rock,2000-08-05,2000-10-07,week4,61.0
1047,2000,Sammie,I Like It,249,Rock,2000-01-29,2000-04-15,week4,44.0
1048,2000,Goo Goo Dolls,Broadway,234,Rock,2000-04-22,2000-07-01,week4,42.0
1049,2000,"Moore, Mandy",I Wanna Be With You,252,Pop,2000-06-17,2000-08-12,week4,50.0
1050,2000,Dr. Dre,Forgot About Dre,222,Rap,2000-01-22,2000-03-25,week4,36.0
1051,2000,D'Angelo,Untitled (How Does It Feel),430,R&B,2000-01-22,2000-02-19,week4,26.0
1052,2000,"Messina, Jo Dee",That's The Way,197,Country,2000-06-24,2000-08-26,week4,54.0
1053,2000,Avant,My First Love,268,Rock,2000-11-04,2000-12-16,week4,43.0
1054,2000,Son By Four,A Puro Dolor (Purest Of Pain),210,Latin,2000-04-08,2000-08-19,week4,79.0
1055,2000,Da Brat,What'Chu Like,237,Rap,2000-06-03,2000-08-12,week4,54.0
1056,2000,DMX,Party Up (Up In Here),225,Rap,2000-02-26,2000-04-22,week4,56.0
1057,2000,"Dixie Chicks, The",Cowboy Take Me Away,291,Country,1999-11-27,2000-01-29,week4,61.0
1058,2000,"McGraw, Tim",My Next Thirty Years,217,Country,2000-10-21,2000-12-16,week4,52.0
1059,2000,"Tritt, Travis",Best Of Intentions,255,Country,2000-08-19,2000-12-02,week4,70.0
1060,2000,Alice Deejay,Better Off Alone,410,Electronica,2000-04-08,2000-06-03,week4,48.0
1061,2000,Hoku,Another Dumb Blonde,227,Pop,2000-02-19,2000-04-08,week4,34.0
1062,2000,"Houston, Whitney",I Learned From The Best,258,Rock,2000-02-19,2000-03-25,week4,40.0
1063,2000,Counting Crows,Hanginaround,247,Rock,1999-11-06,2000-01-29,week4,60.0
1064,2000,Mary Mary,Shackles (Praise You),192,Rock,2000-03-25,2000-05-13,week4,54.0
1065,2000,"Carey, Mariah",Crybaby,319,Rock,2000-06-24,2000-06-24,week4,62.0
1066,2000,"McGraw, Tim",My Best Friend,273,Country,1999-11-27,2000-01-29,week4,64.0
1067,2000,Sugar Ray,Falls Apart,255,Rock,2000-01-15,2000-02-19,week4,40.0
1068,2000,Madonna,American Pie,270,Rock,2000-02-19,2000-03-04,week4,29.0
1069,2000,"Jones, Donell",Where I Wanna Be,382,Rock,2000-04-22,2000-07-08,week4,50.0
1070,2000,"Paisley, Brad",We Danced,225,Country,2000-10-14,2000-12-16,week4,52.0
1071,2000,Lonestar,What About Now,210,Country,2000-06-10,2000-08-19,week4,64.0
1072,2000,"Backstreet Boys, The",The One,226,Rock,2000-05-27,2000-07-01,week4,37.0
1073,2000,"Keith, Toby",How Do You Like Me Now?!,209,Country,2000-01-29,2000-04-08,week4,53.0
1074,2000,"Strait, George",The Best Day,204,Country,2000-01-29,2000-04-22,week4,45.0
1075,2000,"Dixie Chicks, The",Without You,212,Country,2000-10-07,2000-12-23,week4,56.0
1076,2000,Musiq,Just Friends (Sunny),242,Rap,2000-10-14,2000-12-30,week4,55.0
1077,2000,"McEntire, Reba",What Do You Say,206,Country,1999-10-30,2000-01-29,week4,71.0
1078,2000,"Braxton, Toni",Just Be A Man About It,250,Rock,2000-07-29,2000-09-02,week4,42.0
1079,2000,"Iglesias, Enrique",Rhythm Divine,455,Latin,1999-12-04,2000-01-22,week4,67.0
1080,2000,"Fabian, Lara",I Will Love Again,223,Pop,2000-06-10,2000-08-12,week4,61.0
1081,2000,Bon Jovi,It's My Life,224,Rock,2000-08-12,2000-09-30,week4,51.0
1082,2000,"Evans, Sara",Born To Fly,336,Country,2000-10-21,2000-12-30,week4,57.0
1083,2000,"Chesney, Kenny",I Lost It,234,Country,2000-10-21,2000-12-23,week4,58.0
1084,2000,J-Shin,One Night Stand,274,R&B,1999-12-25,2000-02-26,week4,74.0
1085,2000,Eve,Love Is Blind,231,Rap,2000-01-08,2000-02-19,week4,46.0
1086,2000,Aaliyah,I Don't Wanna,255,Rock,2000-01-29,2000-03-04,week4,41.0
1087,2000,"Montgomery, John Michael",The Little Girl,232,Country,2000-09-09,2000-10-28,week4,56.0
1088,2000,"Carter, Aaron",Aaron's Party (Come Get It),203,R&B,2000-08-26,2000-09-16,week4,35.0
1089,2000,"Vassar, Phil",Just Another Day In Paradise,234,Country,2000-09-30,2000-12-02,week4,67.0
